id	box	folder	series	series_no	title	author	publisher	citation	book_id	series_id
08-34	08	34	Find Your Fate - G. I. Joe		Operation: Mindbender			Operation: Mindbender. Author: R.L. Stine. Publisher: Ballantine, 1986. ISBN: 0345337867. Publisher series no: 161. Book ID: 1106. 89 pages.	1106	161
08-35	08	35	Find Your Fate - G. I. Joe		Operation: Night Flight			Operation: Night Flight. Author: William Sno. Publisher: Ballantine, 1986. Publisher series no: 161. Book ID: 1107.	1107	161
08-36	08	36	Find Your Fate - G. I. Joe		Operation: Weapons Disaster			Operation: Weapons Disaster. Author: James M. Ward. Publisher: Ballantine, 1986. ISBN: 0345337883. Publisher series no: 161. Book ID: 1108. 89 pages.	1108	161
08-37	08	37	Find Your Fate - G. I. Joe		Operation: Jungle Doom			Operation: Jungle Doom. Author: Lynn Beach. Publisher: Ballantine, 1986. Publisher series no: 161. Book ID: 1109.	1109	161
08-38	08	38	Find Your Fate - G. I. Joe		Operation: Snow Job			Operation: Snow Job. Author: Barbara Siegel, Scott Siegel. Publisher: Ballantine, 1987. Publisher series no: 161. Book ID: 1110.	1110	161
08-39	08	39	Find Your Fate - G. I. Joe		Operation: Thunderbolt			Operation: Thunderbolt. Author: K.C. Edwards. Publisher: Ballantine, 1987. ISBN: 0345337913. Publisher series no: 161. Book ID: 1111. 89 pages.	1111	161
08-40	08	40	Find Your Fate - G. I. Joe		Operation: Time Machine			Operation: Time Machine. Author: Lynn Beach. Publisher: Ballantine, 1987. Publisher series no: 161. Book ID: 1112.	1112	161
08-41	08	41	Find Your Fate - G. I. Joe		Operation: Poison Dart			Operation: Poison Dart. Author: H. William Stine, Megan Stine. Publisher: Ballantine, 1987. Publisher series no: 161. Book ID: 1113.	1113	161
08-42	08	42	Find Your Fate - G. I. Joe		Operation: Sink or Swim			Operation: Sink or Swim. Author: Barbara Siegel, Scott Siegel. Publisher: Ballantine, 1987. Publisher series no: 161. Book ID: 1114.	1114	161
08-43	08	43	Find Your Fate - G. I. Joe		Operation: Killer Comet			Operation: Killer Comet. Author: S.M. Ballard. Publisher: Ballantine, 1987. Publisher series no: 161. Book ID: 1115.	1115	161
08-44	08	44	Find Your Fate - G. I. Joe		Operation: Tiger Strike			Operation: Tiger Strike. Author: William Sno. Publisher: Ballantine, 1987. ISBN: 0345340671. Publisher series no: 161. Book ID: 1116. 89 pages.	1116	161
08-45	08	45	Find Your Fate - G. I. Joe		Serpentor and the Mummy Warrior			Serpentor and the Mummy Warrior. Author: R.L. Stine. Publisher: Ballantine, 1987. Publisher series no: 161. Book ID: 1117.	1117	161
08-46	08	46	Find Your Fate - Doctor Who		Search for the Doctor			Search for the Doctor. Author: David (Dave) Martin. Publisher: Ballantine, 1986. ISBN: 0727820877. Publisher series no: 160. Book ID: 1092. 33 sections.	1092	160
08-47	08	47	Find Your Fate - Doctor Who		Crisis in Space			Crisis in Space. Author: Michael Holt. Publisher: Ballantine, 1986. ISBN: 0727820931. Publisher series no: 160. Book ID: 1093. 70 sections.	1093	160
08-48	08	48-49	Find Your Fate - Doctor Who		Mission to Venus			Mission to Venus. Author: William Emms. Publisher: Ballantine, 1986. Publisher series no: 160. Book ID: 1095. 28 sections.	1095	160
08-50	08	50-51	Find Your Fate - Doctor Who		Invasion of the Ormazoids			Invasion of the Ormazoids. Author: Philip Martin. Publisher: Ballantine, 1986. ISBN: 0727821008. Publisher series no: 160. Book ID: 1096. 66 sections.	1096	160
08-52	08	52-53	Find Your Fate - Doctor Who		Race Against Time			Race Against Time. Author: Pip Baker, Jane Baker. Publisher: Ballantine, 1986. ISBN: 0727821164. Publisher series no: 160. Book ID: 1097. 160 sections.	1097	160
08-54	08	54-55	Find Your Fate Junior - The Transformers		Dinobots Strike Back			Dinobots Strike Back. Author: Casey Todd. Publisher: Ballantine, 1985. ISBN: 0345326695. Publisher series no: 136. Book ID: 1144. 73 pages.	1144	136
08-56	08	56	Find Your Fate Junior - The Transformers		Battle Drive			Battle Drive. Author: Barbara Siegel, Scott Siegel. Publisher: Ballantine, 1985. ISBN: 0345326709. Publisher series no: 136. Book ID: 1145. 73 pages.	1145	136
08-57	08	57	Find Your Fate Junior - The Transformers		Attack of the Insecticons			Attack of the Insecticons. Author: Lynn Beach. Publisher: Ballantine, 1985. ISBN: 0345326717. Publisher series no: 136. Book ID: 1146. 74 pages.	1146	136
08-58	08	58	Find Your Fate Junior - The Transformers		Earthquake			Earthquake. Author: Ann Matthews. Publisher: Ballantine, 1986. ISBN: 0345330714. Publisher series no: 136. Book ID: 1147. 73 pages.	1147	136
08-59	08	59	Find Your Fate Junior - The Transformers		Desert Flight			Desert Flight. Author: Jim Razzi. Publisher: Ballantine, 1986. ISBN: 0345330722. Publisher series no: 136. Book ID: 1148. 73 pages.	1148	136
08-60	08	60	Find Your Fate Junior - The Transformers		Decepticon Poison			Decepticon Poison. Author: Judith Bauer Stamper. Publisher: Ballantine, 1986. ISBN: 0345330730. Publisher series no: 136. Book ID: 1149. 73 pages.	1149	136
08-61	08	61	Find Your Fate Junior - The Transformers		Autobot Alert			Autobot Alert! Author: Judith Bauer Stamper. Publisher: Ballantine, 1986. ISBN: 0345333888. Publisher series no: 136. Book ID: 1150. 73 pages.	1150	136
08-62	08	62	Find Your Fate Junior - The Transformers		Project Brain Drain			Project Brain Drain. Author: Barbara Siegel, Scott Siegel. Publisher: Ballantine, 1986. ISBN: 0345333896. Publisher series no: 136. Book ID: 1151. 73 pages.	1151	136
08-63	08	63	Find Your Fate Junior - The Transformers		Invisibility Factor, The			Invisibility Factor, The. Author: Josepha Sherman. Publisher: Ballantine, 1986. ISBN: 0345333918. Publisher series no: 136. Book ID: 1152. 73 pages.	1152	136
08-64	08	64	Transformers, The		Highway Clash			Highway Clash. Author: Dave Morris. Publisher: Corgi, 1986. ISBN: 0552523178. Publisher series no: 336. Book ID: 2700. 67 pages.	2700	336
08-65	08	65	Transformers, The		Swamp of the Scorpion			Swamp of the Scorpion. Author: Dave Morris. Publisher: Corgi, 1987. ISBN: 0552525014. Publisher series no: 336. Book ID: 2701. 72 pages.	2701	336
08-66	08	66	Transformers, The		Dinobot War			Dinobot War. Author: Dave Morris. Publisher: Corgi, 1985. ISBN: 0552523143. Publisher series no: 336. Book ID: 2696. 71 pages.	2696	336
08-67	08	67	Transformers, The		Peril from the Stars			Peril from the Stars. Author: Dave Morris. Publisher: Corgi, 1985. ISBN: 0552523151. Publisher series no: 336. Book ID: 2698. 68 pages.	2698	336
08-68	08	68	Transformers, The		Island of Fear			Island of Fear. Author: Dave Morris. Publisher: Corgi, 1986. ISBN: 055252316X. Publisher series no: 336. Book ID: 2699. 67 pages.	2699	336
08-71	08	71	Time Machine		Sail with Pirates			Sail with Pirates. Author: Jim Gasperini. Publisher: Bantam, 1984. ISBN: 0553238086. Publisher series no: 78. Book ID: 2567. 125 pages (plus data bank and data file).	2567	78
08-72	08	72	Time Machine		Rings of Saturn, The			Rings of Saturn, The. Author: Arthur Byron Cover. Publisher: Bantam, 1985. ISBN: 0553244248. Publisher series no: 78. Book ID: 2571. 125 pages (plus data bank and data file).	2571	78
08-73	08	73	Time Machine		Ice Age Explorer			Ice Age Explorer. Author: Dougal Dixon. Publisher: Bantam, 1985. ISBN: 0553247220. Publisher series no: 78. Book ID: 2572. 123 pages (plus data bank and data file).	2572	78
08-74	08	74	Time Machine		Mystery of Atlantis, The			Mystery of Atlantis, The. Author: Jim Gasperini. Publisher: Bantam, 1985. ISBN: 0553250736. Publisher series no: 78. Book ID: 2573. 123 pages (plus data bank and data file).	2573	78
08-75	08	75	Time Machine		Wild West Rider			Wild West Rider. Author: Stephen Overholser. Publisher: Bantam, 1985. ISBN: 0553251805. Publisher series no: 78. Book ID: 2574. 125 pages (plus data bank and data file).	2574	78
08-76	08	76	Time Machine		American Revolutionary			American Revolutionary. Author: Arthur Byron Cover. Publisher: Bantam, 1985. ISBN: 055325300X. Publisher series no: 78. Book ID: 2575. 125 pages (plus data bank and data file).	2575	78
08-77	08	77	Time Machine		Mission to World War II			Mission to World War II. Author: Susan Nanus, Marc Kornblatt. Publisher: Bantam, 1986. ISBN: 0553254316. Publisher series no: 78. Book ID: 2576. 125 pages (plus data bank and data file).	2576	78
08-78	08	78	Time Machine		Search for the Nile			Search for the Nile. Author: Robert W. Walker. Publisher: Bantam, 1986. ISBN: 055325538X. Publisher series no: 78. Book ID: 2568. 127 pages (plus data bank and data file).	2568	78
08-79	08	79	Time Machine		Secret of the Royal Treasure			Secret of the Royal Treasure. Author: Carol Gaskin. Publisher: Bantam, 1986. ISBN: 0553257293. Publisher series no: 78. Book ID: 2577. 126 pages (plus data bank and data file).	2577	78
09-01	09	1-2	Time Machine		Blade of the Guillotine			Blade of the Guillotine. Author: Arthur Byron Cover. Publisher: Bantam, 1986. ISBN: 0553260383. Publisher series no: 78. 125 pages (plus data bank and data file).
09-03	09	3	Time Machine		Flame of the Inquisition			Flame of the Inquisition. Author: Marc Kornblatt. Publisher: Bantam, 1986. ISBN: 0553261606. Publisher series no: 78. Book ID: 2579. 124 pages (plus data bank and data file).	2579	78
09-04	09	4	Time Machine		Quest for the Cities of Gold			Quest for the Cities of Gold. Author: Richard Glatzer. Publisher: Bantam, 1987. ISBN: 0553262955. Publisher series no: 78. Book ID: 2580. 125 pages (plus data bank and data file).	2580	78
09-05	09	5	Time Machine		Scotland Yard Detective			Scotland Yard Detective. Author: Seymour V. Reit. Publisher: Bantam, 1987. ISBN: 0553264214. Publisher series no: 78. Book ID: 2569. 125 pages (plus data bank and data file).	2569	78
09-06	09	6	Time Machine		Sword of Caesar			Sword of Caesar. Author: Robin Stevenson, Bruce Stevenson. Publisher: Bantam, 1987. ISBN: 0553265318. Publisher series no: 78. Book ID: 2581. 126 pages (plus data bank and data file).	2581	78
09-07	09	7	Time Machine		Death Mask of Pancho Villa			Death Mask of Pancho Villa. Author: Carol Gaskin. Publisher: Bantam, 1987. ISBN: 0553266748. Publisher series no: 78. Book ID: 2582. 125 pages (plus data bank and data file).	2582	78
09-08	09	8	Time Machine		Bound for Australia			Bound for Australia. Author: Nancy Bailey. Publisher: Bantam, 1987. ISBN: 0553267930. Publisher series no: 78. Book ID: 2583. 125 pages (plus data bank and data file).	2583	78
09-09	09	9	Time Machine		Caravan to China			Caravan to China. Author: Carol Gaskin. Publisher: Bantam, 1987. ISBN: 0553269062. Publisher series no: 78. Book ID: 855. 125 pages (plus data bank and data file).	855	78
09-10	09	10-11	Time Machine		Last of the Dinosaurs			Last of the Dinosaurs. Author: Peter Lerangis. Publisher: Bantam, 1988. ISBN: 0553270079. Publisher series no: 78. Book ID: 2584. 113 pages (plus data bank and data file).	2584	78
09-12	09	12	Time Machine		Quest for King Arthur			Quest for King Arthur. Author: Ruth Ashby. Publisher: Bantam, 1988. ISBN: 0553271261. Publisher series no: 78. Book ID: 2585. 124 pages (plus data bank and data file).	2585	78
09-13	09	13	Time Machine		World War I Flying Ace			World War I Flying Ace. Author: Richard Mueller. Publisher: Bantam, 1988. ISBN: 0553272314. Publisher series no: 78. Book ID: 2586. 125 pages (plus data bank and data file).	2586	78
09-14	09	14	Time Machine		World War II Code Breaker			World War II Code Breaker. Author: Peter Lerangis. Publisher: Bantam, 1989. ISBN: 0553281577. Publisher series no: 78. Book ID: 2587. 159 pages (plus data bank and data file).	2587	78
09-15	09	15	Time Traveler		Voyage with Columbus			Voyage with Columbus. Author: Seymour V. Reit. Publisher: Bantam, 1986. ISBN: 0553154311. Publisher series no: 335. Book ID: 2588. 80 pages (plus instructions and data).	2588	335
09-16	09	16	Time Traveler		Legend of Hiawatha, The			Legend of Hiawatha, The. Author: Carol Gaskin. Publisher: Bantam, 1986. ISBN: 0553154508. Publisher series no: 335. Book ID: 2589. 80 pages (plus instructions and data).	2589	335
09-17	09	17	Time Traveler		First Settlers, The			First Settlers, The. Author: Carol Gaskin. Publisher: Bantam, 1987. ISBN: 0553154834. Publisher series no: 335. Book ID: 2590. 80 pages (plus instructions and data).	2590	335
09-18	09	18	Time Traveler		Amazing Ben Franklin, The			Amazing Ben Franklin, The. Author: Peter Lerangis. Publisher: Bantam, 1987. ISBN: 0553155040. Publisher series no: 335. Book ID: 2591. 80 pages (plus instructions and data).	2591	335
09-19	09	19	Time Traveler		Paul Revere and the Boston Tea Party			Paul Revere and the Boston Tea Party. Author: Marc Kornblatt. Publisher: Bantam, 1987. ISBN: 0553155296. Publisher series no: 335. Book ID: 2592. 80 pages (plus instructions and data).	2592	335
09-20	09	20	Time Traveler		George Washington and the Constitution			George Washington and the Constitution. Author: Ellen Frankel, Robin Stevenson. Publisher: Bantam, 1987. ISBN: 0553155431. Publisher series no: 335. Book ID: 2593. 80 pages (plus instructions and data).	2593	335
09-21	09	21-22	Be an Interplanetary Spy		Find the Kirillian			Find the Kirillian! Author: Seth McEvoy. Publisher: Bantam, 1983. ISBN: 0553235060. Publisher series no: 6. Book ID: 10. 121 pages.	10	6
09-23	09	23	Be an Interplanetary Spy		Galactic Pirate, The			Galactic Pirate, The. Author: Seth McEvoy. Publisher: Bantam, 1983. ISBN: 0553235079. Publisher series no: 6. Book ID: 11. 121 pages.	11	6
09-24	09	24	Be an Interplanetary Spy		Robot World			Robot World. Author: Seth McEvoy. Publisher: Bantam, 1983. ISBN: 0553237004. Publisher series no: 6. Book ID: 12. 121 pages.	12	6
09-25	09	25	Be an Interplanetary Spy		Space Olympics			Space Olympics. Author: Ron Martinez. Publisher: Bantam, 1983. ISBN: 0553237012. Publisher series no: 6. Book ID: 13. 121 pages.	13	6
09-26	09	26	Be an Interplanetary Spy		Monsters of Doorna			Monsters of Doorna. Author: Seth McEvoy. Publisher: Bantam, 1983. ISBN: 0553239414. Publisher series no: 6. Book ID: 14. 121 pages.	14	6
09-27	09	27	Be an Interplanetary Spy		Star Crystal, The			Star Crystal, The. Author: Ron Martinez. Publisher: Bantam, 1984. ISBN: 0553239422. Publisher series no: 6. Book ID: 15. 121 pages.	15	6
09-28	09	28	Be an Interplanetary Spy		Rebel Spy			Rebel Spy. Author: Len Neufeld. Publisher: Bantam, 1984. ISBN: 0553241982. Publisher series no: 6. Book ID: 16. 120 pages.	16	6
09-29	09	29	Be an Interplanetary Spy		Mission to Microworld			Mission to Microworld. Author: Seth McEvoy. Publisher: Bantam, 1984. ISBN: 055324521X. Publisher series no: 6. Book ID: 17. 121 pages.	17	6
09-30	09	30	Be an Interplanetary Spy		Ultraheroes			Ultraheroes. Author: Len Neufeld, Michael Banks. Publisher: Bantam, 1984. ISBN: 0553244256. Publisher series no: 6. Book ID: 18. 120 pages.	18	6
09-31	09	31	Be an Interplanetary Spy		Planet Hunters			Planet Hunters. Author: Seth McEvoy. Publisher: Bantam, 1985. ISBN: 0553245325. Publisher series no: 6. Book ID: 19. 121 pages.	19	6
09-32	09	32	Be an Interplanetary Spy		Red Rocket, The			Red Rocket, The. Author: Seth McEvoy. Publisher: Bantam, 1985. ISBN: 0553250787. Publisher series no: 6. Book ID: 20. 121 pages.	20	6
09-33	09	33	Be an Interplanetary Spy		Skystalker			Skystalker. Author: Len Neufeld. Publisher: Bantam, 1985. ISBN: 0553248944. Publisher series no: 6. Book ID: 21. 119 pages.	21	6
09-34	09	34	Which Way Books		Castle of No Return, The			Castle of No Return, The. Author: R.G. Austin, Rita Golden Gelman, Nancy Lamb. Publisher: Simon and Schuster, 1982. ISBN: 067145756X. Publisher series no: 29. Book ID: 3160. 116 pages.	3160	29
09-35	09	35-36	Which Way Books		Vampires, Spies and Alien Beings			Vampires, Spies and Alien Beings. Author: R.G. Austin, Rita Golden Gelman, Nancy Lamb. Publisher: Simon and Schuster, 1982. ISBN: 0671432648. Publisher series no: 29. Book ID: 3166. 120 pages.	3166	29
09-37	09	37	Which Way Books		Spell of the Black Raven, The			Spell of the Black Raven, The. Author: R.G. Austin, Rita Golden Gelman, Nancy Lamb. Publisher: Simon and Schuster, 1982. ISBN: 0671457578. Publisher series no: 29. Book ID: 3167. 120 pages.	3167	29
09-38	09	38-39	Which Way Books		Famous and Rich			Famous and Rich. Author: R.G. Austin, Rita Golden Gelman, Nancy Lamb. Publisher: Simon and Schuster, 1982. ISBN: 0671473751. Publisher series no: 29. Book ID: 3168. 136 pages.	3168	29
09-40	09	40	Which Way Books		Lost in a Strange Land			Lost in a Strange Land. Author: R.G. Austin, Rita Golden Gelman, Nancy Lamb. Publisher: Simon and Schuster, 1982. ISBN: 0671441108. Publisher series no: 29. Book ID: 3169. 133 pages.	3169	29
09-41	09	41	Which Way Books		Sugarcane Island			Sugarcane Island. Author: Edward Packard. Publisher: Simon and Schuster, 1976. ISBN: 3473386472. Publisher series no: 29. Book ID: 162. 119 pages (original), 118 pages (revised edition).	162	29
09-42	09	42-44	Which Way Books		Curse of the Sunken Treasure			Curse of the Sunken Treasure. Author: R.G. Austin, Rita Golden Gelman, Nancy Lamb. Publisher: Simon and Schuster, 1982. ISBN: 0671450980. Publisher series no: 29. Book ID: 3170. 115 pages.	3170	29
09-45	09	45	Which Way Books		Cosmic Encounters			Cosmic Encounters. Author: R.G. Austin, Rita Golden Gelman, Nancy Lamb. Publisher: Simon and Schuster, 1982. ISBN: 0671450972. Publisher series no: 29. Book ID: 3171. 118 pages.	3171	29
09-46	09	46	Which Way Books		Creatures of the Dark			Creatures of the Dark. Author: R.G. Austin, Rita Golden Gelman, Nancy Lamb. Publisher: Simon and Schuster, 1982. ISBN: 0671460218. Publisher series no: 29. Book ID: 3172. 118 pages.	3172	29
09-47	09	47	Which Way Books		Invasion of the Black Slime			Invasion of the Black Slime. Author: R.G. Austin, Rita Golden Gelman, Nancy Lamb. Publisher: Simon and Schuster, 1983. ISBN: 067146020X. Publisher series no: 29. Book ID: 3581. 118 pages.	3581	29
09-48	09	48	Which Way Books		Space Raiders and the Planet of Doom			Space Raiders and the Planet of Doom. Author: Stephen Mooser. Publisher: Simon and Schuster, 1983. ISBN: 0671467328. Publisher series no: 29. Book ID: 3582. 118 pages.	3582	29
